央视频道,#genre#
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221225963/1.m3u8
江西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226344
安徽卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226391
河北卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226406
东南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226341
四川卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226338
天津卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226459
重庆卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226409
广西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226549
海南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226465
河南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226480
江西卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226344/.m3u8
安徽卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226391/.m3u8
河北卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226406/.m3u8
东南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226341/.m3u8
四川卫视,http://39.134.67.6/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226338/.m3u8
天津卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225740/.m3u8
天津卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226459/.m3u8
重庆卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226409/.m3u8
海南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226465/.m3u8
河南卫视,http://39.134.67.134/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226480/.m3u8
东南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225620/.m3u8
重庆卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225618/.m3u8
江西卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226682/1.m3u8
江西卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226726/1.m3u8
安徽卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226655/1.m3u8
安徽卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226664/1.m3u8
河北卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226684/1.m3u8
东南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226670/1.m3u8
四川卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226659/1.m3u8
天津卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226686/1.m3u8
海南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226679/1.m3u8
重庆卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226680/1.m3u8
我的频道,#genre#
辽宁卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226546/index.m3u8?IASHttpSessionId=
龙江卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226327/index.m3u8?IASHttpSessionId=
吉林卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226397/index.m3u8?IASHttpSessionId=
辽宁卫视,http://39.134.65.106/PLTV/88888888/224/3221226089/1.m3u8?
吉林卫视,http://39.134.65.106/PLTV/88888888/224/3221225981/1.m3u8?
龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226056/1.m3u8?
龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226068/1.m3u8?
龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226099/1.m3u8?
龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226115/1.m3u8?
龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226117/1.m3u8?
龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226122/1.m3u8?
龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226060/1.m3u8?
龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221225985/1.m3u8?
龙江卫视,http://39.134.65.173/PLTV/88888888/224/3221225994/1.m3u8
超级电视,http://39.134.65.106/PLTV/88888888/224/3221225637/1.m3u8?
超级电影,http://39.134.65.106/PLTV/88888888/224/3221225644/1.m3u8?
辽宁卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226546
龙江卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226585
吉林卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226397
龙江卫视,http://39.134.67.134/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226327/.m3u8
吉林卫视,http://39.134.67.134/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226397/.m3u8
辽宁卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225619/.m3u8
龙江卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226716/1.m3u8
辽宁卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226689/1.m3u8
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=5d7708684007fcea395caff98369084c&txTime=19019c37743
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=cbfba109d1fef4ef29e93a1c6bba208e&txTime=19019e62015
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=f80e5b7654c57c7571a314d94befe320&txTime=19019c051d5
广州法治,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=491c40d07978ba7046704a7844042ff6&txTime=19019f3714e
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=59b2d3f371597c07d47815034a0e6e78&txTime=19019c65629
我的节目,#genre#
超级体育,http://39.134.65.106/PLTV/88888888/224/3221225635/1.m3u8?
超级综艺,http://39.134.65.106/PLTV/88888888/224/3221225642/1.m3u8?
精品大剧,http://39.134.65.106/PLTV/88888888/224/3221225536/1.m3u8?
精品记录,http://39.134.65.106/PLTV/88888888/224/3221225545/1.m3u8?
动作电影,http://39.134.65.106/PLTV/88888888/224/3221225555/1.m3u8?
军旅剧场,http://39.134.65.106/PLTV/88888888/224/3221225560/1.m3u8?
家庭剧场,http://39.134.65.106/PLTV/88888888/224/3221225538/1.m3u8?
欢乐剧场,http://39.134.65.106/PLTV/88888888/224/3221225682/1.m3u8?
东北热剧,http://39.134.65.106/PLTV/88888888/224/3221225679/1.m3u8?
军事频道,http://39.134.65.106/PLTV/88888888/224/3221225535/1.m3u8?
晴彩节目,#genre#
纪录精品,http://39.134.65.106/PLTV/88888888/224/3221225728/1.m3u8?
纪录精选,http://39.134.65.106/PLTV/88888888/224/3221225730/1.m3u8?
纪录精彩,http://39.134.65.106/PLTV/88888888/224/3221225715/1.m3u8?
求索记录,http://39.134.65.106/PLTV/88888888/224/3221225713/1.m3u8?
纪实科教,http://39.134.65.106/PLTV/88888888/224/3221225670/1.m3u8?
晴彩舞场,http://39.134.65.106/PLTV/88888888/224/3221226143/1.m3u8?
晴彩舞场,http://39.134.65.106/PLTV/88888888/224/3221226046/1.m3u8?
晴彩青少,http://39.134.65.106/PLTV/88888888/224/3221226053/1.m3u8?
晴彩篮球,http://39.134.65.106/PLTV/88888888/224/3221226027/1.m3u8?
晴彩篮球,http://39.134.65.106/PLTV/88888888/224/3221225895/1.m3u8?
晴彩竞技,http://39.134.65.106/PLTV/88888888/224/3221225897/1.m3u8?
新闻综合,http://39.134.65.106/PLTV/88888888/224/3221226052/1.m3u8?
纪实科教,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226656/1.m3u8
纪实科教,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226658/1.m3u8
